"allS";"sdAllS";"allI";"sdAllI";"allR";"sdAllR"
"1";100;0;0;0;0;0
"2";100;0;0;0;0;0
"3";98.5714285714286;0;1.42857142857143;0;0;0
"4";94.2857142857143;2.61779418627947;5.71428571428571;2.61779418627947;0;0
"5";85.7142857142857;6.32922398577296;14.2857142857143;6.3933874270762;0;0.439705008036495
"6";74.2857142857143;10.2647551705369;25.7142857142857;10.061838872878;0;0.854632916594456
"7";65.7142857142857;11.3708599245736;32.8571428571429;10.9485664055744;0;1.30066495428618
"8";61.4285714285714;11.5314914638702;37.1428571428571;11.1391935369245;1.42857142857143;1.77099194230824
"9";57.1428571428571;12.8886414493659;40;12.3969435961577;1.42857142857143;2.68163984650815
"10";51.4285714285714;12.5165840578373;45.7142857142857;12.0852236875842;2.85714285714286;3.05340928646598
"11";47.1428571428571;12.5952866570028;48.5714285714286;12.2443787931473;2.85714285714286;3.3188910186966
"12";42.8571428571429;12.6804906945075;52.8571428571429;12.5562108852062;4.28571428571429;3.35510256349943
"13";37.1428571428571;12.8719630541687;57.1428571428571;13.3712984377705;5.71428571428571;3.7682602321534
"14";32.8571428571429;12.6329662682481;60;13.3712984377705;7.14285714285714;3.72165261328975
"15";30;12.3030128260198;62.8571428571429;12.619142194756;7.14285714285714;3.89096836292573
"16";27.1428571428571;11.2760022930176;64.2857142857143;11.7346238264383;8.57142857142857;4.11632677025093
"17";24.2857142857143;10.9200787680654;65.7142857142857;11.281716242437;10;4.32997198116569
"18";22.8571428571429;10.9240125141469;65.7142857142857;11.0082480550574;11.4285714285714;4.16109545190063
"19";20;10.6208962505214;67.1428571428571;11.0216562526734;12.8571428571429;4.70105228524576
"20";18.5714285714286;10.0319039939765;67.1428571428571;10.8448188860048;14.2857142857143;5.34321497736215
"21";15.7142857142857;9.02169482101944;68.5714285714286;9.98495108251917;15.7142857142857;5.66662454439811
"22";14.2857142857143;8.15103138057584;68.5714285714286;9.06208446582439;17.1428571428571;5.30488294206395
"23";12.8571428571429;7.87114268820259;68.5714285714286;8.30765826341558;17.1428571428571;5.17938158039325
"24";11.4285714285714;7.54898076787371;68.5714285714286;8.64970523454229;18.5714285714286;5.68790904856878
"25";10;6.75487650559211;68.5714285714286;8.32315884428224;20;5.79779209058684
"26";10;7.12026502361006;68.5714285714286;8.43595955027255;21.4285714285714;5.16692363912886
"27";8.57142857142857;6.75606899858499;67.1428571428571;8.59989008997285;22.8571428571429;5.99677679267634
"28";8.57142857142857;6.51322706079214;65.7142857142857;7.60850617879915;24.2857142857143;5.15078753637713
"29";7.14285714285714;6.781854858139;65.7142857142857;7.53758929743165;25.7142857142857;5.76807391524496
"30";7.14285714285714;6.23561717792942;64.2857142857143;7.25624291382874;27.1428571428571;5.73492513227722
"31";7.14285714285714;6.11867946972842;64.2857142857143;7.105163702212;28.5714285714286;5.94053960016584
"32";5.71428571428571;5.73820183139172;62.8571428571429;7.18446527957255;30;6.37361640173927
