"allS";"sdAllS";"allI";"sdAllI";"allR";"sdAllR"
"1";100;0;0;0;0;0
"2";100;0;0;0;0;0
"3";98.3333333333333;0;1.66666666666667;0;0;0
"4";95;3.19904956645798;5;3.31022693167421;0;0.372677996249965
"5";81.6666666666667;11.9180655267512;16.6666666666667;11.7069757559981;0;0.970654542263031
"6";63.3333333333333;19.7971355427624;35;18.7698346465165;1.66666666666667;1.76143806805018
"7";41.6666666666667;25.6092114072629;51.6666666666667;21.9866904036461;5;4.60950792957627
"8";26.6666666666667;24.4686881371948;61.6666666666667;19.4243839711217;10;7.25588197684185
"9";16.6666666666667;18.9939458909102;65;13.8150081774196;16.6666666666667;8.03763887758375
"10";10;11.9486936546211;65;10.0137981478722;23.3333333333333;9.98292889866053
"11";6.66666666666667;5.93718472368385;61.6666666666667;6.49886279850669;31.6666666666667;9.42636728861702
"12";5;4.13192140885023;58.3333333333333;6.61038622002586;36.6666666666667;8.57448350522738
"13";3.33333333333333;2.85847690010503;53.3333333333333;8.36252198078679;43.3333333333333;9.42550560688492
"14";3.33333333333333;1.95382033594013;48.3333333333333;9.79732893808244;48.3333333333333;10.0210953581302
"15";1.66666666666667;1.69565434706409;43.3333333333333;9.27085044460387;53.3333333333333;9.15181323618831
"16";1.66666666666667;1.45876838400777;38.3333333333333;7.85467417737671;58.3333333333333;7.29829481539871
"17";1.66666666666667;1.51877998985036;35;7.72328445721233;63.3333333333333;7.03998604464326
"18";1.66666666666667;1.51877998985036;31.6666666666667;6.71885034567011;66.6666666666667;6.02410147412046
"19";1.66666666666667;1.56097635263616;26.6666666666667;7.16577128456275;70;6.64836669619656
"20";1.66666666666667;1.59698383677443;23.3333333333333;7.11914750574653;73.3333333333333;6.88483185572541
"21";1.66666666666667;1.59698383677443;21.6666666666667;6.44489814898166;75;6.27245802653209
"22";1.66666666666667;1.59698383677443;20;6.14160388218046;78.3333333333333;5.86284653224769
"23";1.66666666666667;1.59698383677443;18.3333333333333;5.901509151599;80;5.72830823801021
"24";1.66666666666667;1.59698383677443;16.6666666666667;5.23644945158448;81.6666666666667;5.30884974735827
"25";1.66666666666667;1.59698383677443;15;4.12995523152793;83.3333333333333;4.34089907833816
"26";1.66666666666667;1.59698383677443;13.3333333333333;4.1534879304392;85;4.18853908291695
"27";1.66666666666667;1.59698383677443;11.6666666666667;4.26349480053981;86.6666666666667;4.10034943597202
"28";1.66666666666667;1.59698383677443;10;3.98176480246765;86.6666666666667;3.7701160696572
"29";1.66666666666667;1.59698383677443;8.33333333333333;4.05853851685401;88.3333333333333;3.7701160696572
"30";1.66666666666667;1.59698383677443;8.33333333333333;4.1671539676059;90;3.81082893265968
"31";1.66666666666667;1.59698383677443;6.66666666666667;3.55957375287326;90;3.25193000123672
"32";1.66666666666667;1.62721334245339;6.66666666666667;3.74634324632678;91.6666666666667;3.18377955293946
"33";1.66666666666667;1.597133416116;6.66666666666667;3.10784141907679;91.6666666666667;2.81510863046299
