"allS";"sdAllS";"allI";"sdAllI";"allR";"sdAllR"
"1";100;0;0;0;0;0
"2";100;0;0;0;0;0
"3";99.0697674418605;0;0.930232558139535;0;0;0
"4";98.6046511627907;0.459575318217714;1.3953488372093;0.576602027728266;0;0.227609527874229
"5";97.6744186046512;1.35897092307756;2.32558139534884;1.27934791679112;0;0.353095188147092
"6";95.8139534883721;2.25486105881943;3.72093023255814;2.05472924523244;0.465116279069767;0.511182625859335
"7";93.953488372093;3.34414195533587;5.58139534883721;3.04987807684572;0.465116279069767;0.721739191569428
"8";91.1627906976744;4.84650974845908;7.44186046511628;4.43532236526154;0.930232558139535;0.868187911150446
"9";87.9069767441861;6.97282631731916;10.2325581395349;6.36036945636155;1.86046511627907;1.45994892217841
"10";84.6511627906977;9.22353412401816;12.5581395348837;8.34198311915749;2.7906976744186;1.70727987996697
"11";80.9302325581395;10.4961053487181;14.8837209302326;8.78098457641415;4.18604651162791;2.33730216540946
"12";77.6744186046512;11.8853029101254;16.2790697674419;9.5835994660327;5.58139534883721;3.23159377318354
"13";74.8837209302326;13.0667877096559;17.6744186046512;10.0999530610079;7.44186046511628;3.78005353921467
"14";72.5581395348837;13.8953296323287;18.6046511627907;10.201912493775;8.83720930232558;4.52930957047143
"15";70.6976744186046;14.3996203050084;18.6046511627907;9.83597800107322;10.6976744186047;5.28049576607792
"16";69.3023255813954;14.5684752592217;17.6744186046512;9.28210777212217;12.5581395348837;6.01966547530691
"17";67.906976744186;14.83398974366;17.2093023255814;8.74967925582344;14.4186046511628;6.94583114699077
"18";66.9767441860465;15.2948682129769;16.7441860465116;8.66806498274572;16.2790697674419;7.59121845238763
"19";66.046511627907;15.6590439944412;15.8139534883721;8.11838483132609;18.1395348837209;8.526356553908
"20";65.1162790697674;15.5981203282698;14.8837209302326;7.44228119985693;19.5348837209302;9.21315894174222
"21";64.1860465116279;15.8105511495849;14.4186046511628;7.16736727689696;20.9302325581395;9.77207443909362
"22";63.7209302325581;15.8424396038607;13.4883720930233;6.62684395263213;22.3255813953488;10.3016196215459
"23";63.2558139534884;15.6391811055981;13.0232558139535;6.16284843279115;23.7209302325581;10.6560576267974
"24";62.7906976744186;15.6121292097992;12.093023255814;5.58236425698596;24.6511627906977;11.5526573691451
"25";62.3255813953488;15.628165615392;11.6279069767442;5.4794338352859;26.046511627907;11.6699362820145
"26";61.8604651162791;15.3780368371608;10.6976744186047;4.88191375317963;27.4418604651163;12.2046444457694
"27";61.3953488372093;15.2755194107452;9.76744186046512;4.96837512263299;28.3720930232558;12.4766383840212
"28";61.3953488372093;15.2752957972931;8.83720930232558;4.65825652439082;29.7674418604651;12.7556881507751
"29";60.9302325581395;15.2889116148124;7.90697674418605;4.37854676153003;30.6976744186047;13.1210482921956
"30";60.9302325581395;15.306123572084;7.44186046511628;4.18597851161959;31.6279069767442;13.1861425740016
"31";60.9302325581395;15.3209196796335;6.97674418604651;3.9184857007541;32.093023255814;13.3107581697983
