"allS";"sdAllS";"allI";"sdAllI";"allR";"sdAllR"
"1";100;0;0;0;0;0
"2";100;0;0;0;0;0
"3";99.001005412112;0;0.998994587887993;0;0;0
"4";98.1859798489743;0.405615287405052;1.73914903630179;0.406153606196783;0.0748711147239395;0.0134292689699171
"5";77.5536398057629;0.82142944609334;22.2303035488908;0.808889281753662;0.216056645346225;0.0328807593347241
"6";58.5064282199927;1.23268414691581;39.4955826042313;1.20728239416336;1.99585000106959;0.100875783904765
"7";45.1023595097012;1.46950738002746;49.742229447879;1.40372030333741;5.15327186771344;0.157920392528556
"8";36.5734699552913;1.83218224828019;54.2943932230945;1.64332597171855;9.13213682161422;0.250868767867177
"9";30.9453013027574;2.19603058768765;55.5351145528055;1.89415771263127;13.5174449697307;0.383200301703378
"10";27.1632404218453;2.45203689511914;54.8655528697029;1.98993039320566;17.9712067084519;0.557831106172899
"11";24.6240400453505;2.60004472634911;53.0365584957323;1.99027047378021;22.3394014589171;0.706633355966548
"12";22.9233961537639;2.73803797181351;50.5059148180632;1.97416425874477;26.5706890281729;0.838605561275192
"13";21.7297366675936;2.83937316861184;47.6608124585535;1.93200064887668;30.6094508738529;0.971644308712724
"14";20.9061544056303;2.90210383710746;44.6830812672471;1.84069434808329;34.4107643271226;1.1075257770748
"15";20.3499689819668;2.94785622909837;41.6967933771151;1.71328253535113;37.9532376409181;1.27859794921597
"16";19.9585000106959;2.98797530804525;38.7447322822855;1.614843732114;41.2967677070186;1.42104118932757
"17";19.6911031723961;3.01086756337786;35.9081866216014;1.48023006675898;44.4007102060025;1.56675564040379
"18";19.4942990994074;3.02765077676301;33.2213831903652;1.37874727282278;47.282178535521;1.68398587784852
"19";19.3531135687852;3.04568630733163;30.7185487838792;1.31158791000008;49.9261984726293;1.7700964165241
"20";19.2440156587589;3.06020519889598;28.3718741309603;1.23809341826207;52.3841102102809;1.85257772454074
"21";19.1712837187413;3.07183343285926;26.1984726292596;1.15918743777598;54.6281044772927;1.94393549900688
"22";19.1242218752005;3.07677110894093;24.1341690375853;1.07415545463452;56.7416090872142;2.03381576405476
"23";19.0899950798982;3.0840580487964;22.2559736453676;0.993222294694771;58.6518921000278;2.11785789167234
"24";19.062185808715;3.0863174890013;20.5104070849466;0.929593635821158;60.4274071063384;2.1888947901724
"25";19.0429332363574;3.08805363486318;18.8760776092583;0.844478411728301;62.0788499796778;2.27313292704471
"26";19.0279590134126;3.09293136842754;17.3765161400732;0.766777366153197;63.5933856718078;2.3482438938009
"27";19.0172631398806;3.09498229086816;15.9988876291527;0.736095318663674;64.9838492309667;2.37947002314209
"28";19.008706441055;3.09578134869431;14.7239395041393;0.688117884957457;66.2673540548057;2.43422483722756
"29";19.0001497422294;3.09657279780071;13.5666459879778;0.652822266215397;67.4332042697927;2.46688238043166
"30";18.9958713928167;3.09910395351575;12.4885019359531;0.601078752754376;68.5156266712302;2.51721329587729
